PMC7120876	Pflanzenphysiologie
PMC4913048	Adv_Bioinformatics
PMC4895787	BMC_Genomics
PMC5186759	Front_Genet
PMC5172596	J_Zhejiang_Univ_Sci_B
PMC5131560	Front_Microbiol
PMC5105290	Genome_Biol
PMC5101643	BMC_Genomics
PMC5084322	BMC_Plant_Biol
PMC5066172	DNA_Res
PMC4847357	Mol_Cytogenet
PMC4978933	Bioinformatics
PMC5030687	ISME_J
PMC4824123	Genome_Biol_Evol
PMC4739687	PLoS_One
PMC5199144	Database_
PMC5111192	Genet_Sel_Evol
PMC5093955	BMC_Genomics
PMC5167347	EMBO_J
PMC5080740	Genome_Med
PMC5249597	Mol_Biochem_Parasitol
PMC4915718	PLoS_One
PMC4914850	Sci_Rep
PMC4858614	Int_J_Mol_Epidemiol_Genet
PMC4738807	BMC_Bioinformatics
PMC5146432	Genome_Announc
PMC6191160	Bioinformatics
PMC5165239	Front_Microbiol
PMC5147888	PLoS_One
PMC5210542	Nucleic_Acids_Res
PMC5122852	Sci_Rep
PMC5111891	PeerJ
PMC5131569	Angew_Chem_Int_Ed_Engl
PMC5087020	Proc_Natl_Acad_Sci_U_S_A
PMC5041501	BMC_Genomics
PMC4935695	Front_Microbiol
PMC4932181	Nat_Commun
PMC4918122	Stand_Genomic_Sci
PMC4832456	Stand_Genomic_Sci
PMC4814817	Sci_Rep
PMC4778049	Nat_Commun
PMC4772011	Genome_Res
PMC4737754	Nat_Commun
PMC5059746	Nat_Commun
PMC5347427	J_Dent_Res
PMC5203810	Biochim_Biophys_Acta
PMC4985745	Sci_Rep
PMC5055816	Ann_Bot
PMC4908342	Bioinformatics
PMC4880745	Front_Microbiol
PMC4938662	G3_
PMC4956502	Cell_Mol_Life_Sci
PMC4843451	Proc_Natl_Acad_Sci_U_S_A
PMC4766624	Genome_Biol
PMC5029161	ISME_J
PMC4727937	PLoS_Genet
PMC4700575	Stand_Genomic_Sci
PMC4927689	Braz_J_Microbiol
PMC5183611	Front_Plant_Sci
PMC5295613	G3_
PMC5155288	Sci_Rep
PMC5147983	PLoS_One
PMC5320704	Microb_Genom
PMC5210567	Nucleic_Acids_Res
PMC5191976	J_Viral_Hepat
PMC5036807	PLoS_One
PMC4991843	PeerJ
PMC4976967	PLoS_One
PMC5002974	Genes_Dev
PMC4949382	Cell
PMC4965322	Cell_Syst
PMC4873041	PLoS_One
PMC4846846	Genes_
PMC4802047	Nat_Commun
PMC4778760	PLoS_Genet
PMC4795965	Neuron
PMC4770681	BMC_Genomics
PMC4772140	Cancer_Res
PMC5066668	Plant_Biotechnol_J
PMC4717578	Genome_Biol
PMC4980789	BMC_Med_Genomics
PMC5043561	Genome_Announc
PMC5031618	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC5068155	Appl_Environ_Microbiol
PMC5008092	J_Virol
PMC4988886	Nature
PMC4890329	Gigascience
PMC4820808	Nat_Commun
PMC4822624	Proc_Natl_Acad_Sci_U_S_A
PMC5160005	BMC_Microbiol
PMC5100282	BMC_Bioinformatics
PMC5067525	Front_Microbiol
PMC5054601	Microbiome
PMC4996862	Front_Microbiol
PMC5018254	Appl_Microbiol_Biotechnol
PMC4976476	Mol_Cytogenet
PMC4943207	Genome_Biol_Evol
PMC4912734	BMC_Plant_Biol
PMC4888520	Hered_Cancer_Clin_Pract
PMC4861331	PLoS_One
PMC5030696	ISME_J
PMC4749987	Sci_Rep
PMC4746822	Gigascience
PMC4742054	PLoS_One
PMC4725268	Appl_Environ_Microbiol
PMC4715287	BMC_Bioinformatics
PMC4709115	PLoS_Genet
PMC5091912	PLoS_Negl_Trop_Dis
PMC4702102	Mol_Pharmacol
PMC5228230	J_Clin_Microbiol
PMC5180414	Genome_Med
PMC5138216	Front_Plant_Sci
PMC5172603	J_Zhejiang_Univ_Sci_B
PMC5089778	PLoS_One
PMC5075784	Sci_Rep
PMC5059470	Nat_Commun
PMC5042489	PLoS_One
PMC4974529	Viruses
PMC4921462	Front_Plant_Sci
PMC6112097	Plant_Divers
PMC4864454	Genome_Res
PMC4847265	BMC_Genomics
PMC4872120	Nucleic_Acids_Res
PMC4804306	Sci_Rep
PMC4794918	Parasit_Vectors
PMC4889930	Nucleic_Acids_Res
PMC4734839	EMBO_Mol_Med
PMC5173252	PLoS_One
PMC5167688	Front_Microbiol
PMC5168842	BMC_Genomics
PMC5320706	Microb_Genom
PMC5191864	Aging_
PMC5144968	G3_
PMC5537629	Microb_Genom
PMC5019111	Sci_Rep
PMC4999429	Front_Microbiol
PMC5270555	ISME_J
PMC4938598	PLoS_One
PMC4917963	Nat_Commun
PMC4967217	Carcinogenesis
PMC6699828	Mol_Cell
PMC4876562	BMC_Biol
PMC4863316	Gigascience
PMC4862039	BMC_Genomics
PMC4860490	Front_Microbiol
PMC4856265	PLoS_Genet
PMC4855405	Front_Plant_Sci
PMC4939925	Epigenetics
PMC4829828	Sci_Rep
PMC4898795	Genome_Biol_Evol
PMC4816320	PLoS_One
PMC4809863	3_Biotech
PMC4791680	Sci_Rep
PMC4887315	Curr_Opin_Cell_Biol
PMC4892413	Bioinformatics
PMC4730597	Plant_Methods
PMC4841442	Genes_Brain_Behav
PMC4710985	Stand_Genomic_Sci
PMC5010777	Curr_Top_Med_Chem
PMC4787049	BMC_Syst_Biol
PMC5228228	J_Clin_Microbiol
PMC6454522	Brief_Bioinform
PMC5161307	PLoS_Comput_Biol
PMC5359410	Microb_Genom
PMC5131507	BMC_Plant_Biol
PMC5113988	PLoS_Pathog
PMC5585990	Genome_Biol_Evol
PMC5090037	mBio
PMC5062932	BMC_Evol_Biol
PMC5045182	PLoS_One
PMC5021289	PLoS_One
PMC5224498	Nucleic_Acids_Res
PMC5630845	Genome_Biol_Evol
PMC4973979	PLoS_Genet
PMC4931105	RNA
PMC4940432	Database_
PMC4936691	PLoS_One
PMC4901421	Genome_Biol
PMC4987939	Nucleic_Acids_Res
PMC4887561	Comput_Struct_Biotechnol_J
PMC4835796	Sci_Rep
PMC4809617	PLoS_Comput_Biol
PMC5063030	Mol_Ecol
PMC4804638	Biol_Direct
PMC4913878	ISME_J
PMC4771316	Appl_Environ_Microbiol
PMC4905449	Oncotarget
PMC4742285	PLoS_One
PMC4725000	mBio
PMC4905822	Nature
PMC4722259	Genome_Announc
PMC5102383	PLoS_One
PMC4970808	PLoS_One
PMC5291012	Plant_Physiol
PMC5206965	Neurol_Genet
PMC5408816	Bioinformatics
PMC5322307	ISME_J
PMC5146892	BMC_Genomics
PMC5839635	Nat_Methods
PMC5121375	J_Clin_Microbiol
PMC5114680	Sci_Rep
PMC5104403	PLoS_Negl_Trop_Dis
PMC5100190	BMC_Genomics
PMC5097938	Am_J_Hum_Genet
PMC5817389	Pharmacogenomics_J
PMC5079569	PLoS_Pathog
PMC5075931	Sci_Rep
PMC5071849	Nat_Commun
PMC5086612	Viruses
PMC5100756	Plant_Physiol
PMC5474757	Cell_Metab
PMC5027103	Stand_Genomic_Sci
PMC5127245	Diabetes
PMC5004269	BMC_Cancer
PMC5315469	ISME_J
PMC4975701	Comput_Struct_Biotechnol_J
PMC4958249	mBio
PMC4946873	PLoS_Pathog
PMC4931340	Nat_Commun
PMC4921777	Front_Microbiol
PMC4928138	BMC_Genomics
PMC4927548	Genom_Data
PMC4889976	Genome_Res
PMC5320671	Microb_Genom
PMC4876471	Sci_Rep
PMC4871476	PLoS_One
PMC4870245	Front_Microbiol
PMC4855439	BMC_Genomics
PMC5113843	ISME_J
PMC4844185	PLoS_Genet
PMC4854910	Aging_Cell
PMC4810535	J_Virol
PMC4769670	Mol_Ecol
PMC4792841	Genomics_Proteomics_Bioinformatics
PMC4951236	Oncotarget
PMC4722126	Front_Plant_Sci
PMC4712596	BMC_Genomics
PMC4704435	J_Hematol_Oncol
PMC4714038	J_Thorac_Oncol
PMC4926195	Viruses
PMC7188334	Immunogenetics
PMC5177636	Front_Microbiol
PMC5132333	PLoS_One
PMC5127095	Stand_Genomic_Sci
PMC5150420	Proc_Natl_Acad_Sci_U_S_A
PMC5116633	Sci_Rep
PMC5357160	ACS_Synth_Biol
PMC5203782	Genome_Biol_Evol
PMC5127319	Proc_Natl_Acad_Sci_U_S_A
PMC5226142	J_Vis_Exp
PMC5210616	Nucleic_Acids_Res
PMC5046991	Mol_Brain
PMC5066131	Epigenomics
PMC6078592	Hum_Mol_Genet
PMC5027565	Sci_Rep
PMC5100044	Mol_Biol_Evol
PMC5018251	Cell
PMC5013282	Sci_Rep
PMC5011920	Epigenetics_Chromatin
PMC5011839	Stand_Genomic_Sci
PMC5305049	Blood
PMC5039591	Microorganisms
PMC4994411	BMC_Evol_Biol
PMC4972839	Front_Plant_Sci
PMC4969671	BMC_Evol_Biol
PMC5181784	Curr_Opin_Food_Sci
PMC4965825	Sci_Rep
PMC4991725	Mol_Med_Rep
PMC4938570	PLoS_One
PMC5267335	Biophys_Rev
PMC4913254	Sci_Rep
PMC4910249	BMC_Bioinformatics
PMC6680290	Angew_Chem_Int_Ed_Engl
PMC4966655	Mol_Cell
PMC4877987	Biotechnol_Biofuels
PMC4875605	BMC_Genomics
PMC5114520	DNA_Repair_
PMC4850407	Sci_Rep
PMC4948706	Mol_Biol_Evol
PMC4844716	J_Clin_Microbiol
PMC4838605	Front_Plant_Sci
PMC4822330	Biol_Direct
PMC4820989	Nat_Commun
PMC4777427	PLoS_One
PMC5297262	Vet_Pathol
PMC4751359	Front_Plant_Sci
PMC4730748	Stand_Genomic_Sci
PMC4728067	PLoS_One
PMC4719734	BMC_Genomics
PMC4719599	J_Virol
PMC4713091	PLoS_One
PMC4936195	Nature
PMC4733048	Sci_Rep
PMC4852800	Cold_Spring_Harb_Perspect_Med
PMC4879529	Sci_Rep
PMC5050560	BMC_Microbiol
PMC5058656	Oncotarget
PMC4784402	Cancer_Cell_Int
PMC5102256	Nature
PMC5315485	ISME_J
PMC5056606	Cell_Cycle
PMC5178087	BMC_Cancer
PMC4834118	Iran_J_Basic_Med_Sci
PMC4736593	Stem_Cells_Int
PMC5031849	Front_Plant_Sci
PMC5047592	PLoS_Genet
PMC6398531	Aging_Cell
PMC5050639	BMC_Genomics
PMC4971013	Front_Neurosci
PMC5803797	Nat_Neurosci
PMC5258861	Plant_Biotechnol_J
PMC4977763	BMC_Genomics
PMC4983590	Ecol_Evol
PMC5100670	Curr_Protoc_Hum_Genet
PMC5034547	Gut_Pathog
PMC5801759	Int_J_Syst_Evol_Microbiol
PMC5159992	Genome_Biol
PMC5126825	Genome_Biol
PMC4975899	Genome_Biol
PMC4944517	Genome_Biol
PMC4734871	Genome_Biol
PMC4944250	Genome_Biol
PMC4860768	Genome_Biol
PMC4736476	Genome_Biol
PMC4855052	Ann_Lab_Med
PMC5080321	Microb_Ecol
PMC5069764	mSystems
PMC5004197	Database_
PMC4978893	G3_
PMC4816541	PLoS_Genet
PMC4959059	Appl_Environ_Microbiol
PMC4746308	Front_Microbiol
PMC4972296	Plant_Physiol
PMC4760136	Philos_Trans_R_Soc_Lond_B_Biol_Sci
PMC5145176	PLoS_One
PMC5050336	mBio
PMC4772349	BMC_Cancer
PMC5295612	G3_
PMC5087116	Genome_Biol
PMC5025352	Chromosoma
PMC5053079	Front_Microbiol
PMC4850269	mBio
PMC4831757	PLoS_One
PMC4822648	Database_
PMC5408850	Bioinformatics
PMC5180091	Sci_Rep
PMC5138195	Front_Microbiol
PMC5449191	Nat_Plants
PMC5210595	Nucleic_Acids_Res
PMC5099264	Genom_Data
PMC5537631	Microb_Genom
PMC5025168	PLoS_One
PMC4999443	Front_Microbiol
PMC6078169	Bioinformatics
PMC4930560	BMC_Genomics
PMC4926328	Int_J_Mol_Sci
PMC5497490	Cancer_Genet
PMC4746261	Front_Microbiol
PMC4763729	Proc_Natl_Acad_Sci_U_S_A
PMC4909134	Mol_Biol_Evol
PMC5860397	Bioinformatics
PMC5289835	Genetics
PMC4948883	PLoS_One
PMC4993327	J_Vis_Exp
PMC4893294	J_Biomed_Semantics
PMC4872838	ISME_J
PMC4731464	PLoS_Comput_Biol
PMC5147733	Pac_Symp_Biocomput
PMC5881673	Eur_J_Public_Health
PMC4719454	J_Bacteriol
PMC7149728	Medical_and_Health_Genomics
PMC4807091	PLoS_Biol
PMC5103936	Nicotine_Tob_Res
PMC5079615	Diabetes_Care
PMC4985879	Health_Soc_Work
PMC4816806	EBioMedicine
PMC4916311	Int_J_Genomics
PMC4871272	Online_J_Rural_Nurs_Health_Care
PMC4922487	Pediatrics
PMC5804261	Curr_Zool
PMC4920209	Version_3
PMC5222758	J_Community_Genet
PMC4999539	mBio
PMC4796807	Appl_Transl_Genom
PMC7104983	Cell_Host_Microbe
PMC4902909	Orphanet_J_Rare_Dis
PMC5222761	J_Community_Genet
PMC4997333	Sci_Rep
PMC4819418	JAMA_Oncol
PMC5073859	BMC_Genomics
PMC5052555	Appl_Clin_Inform
PMC4888213	Genome_Med
PMC5320582	Microb_Genom
PMC4728379	Genome_Res
PMC5101212	Front_Plant_Sci
PMC4942478	Front_Plant_Sci
PMC5546792	J_Health_Commun
PMC5120557	BMC_Genomics
PMC5014639	J_Behav_Med
PMC6080684	J_Am_Med_Inform_Assoc
PMC4864935	BMC_Bioinformatics
PMC4810384	J_Pers_Med
PMC4817351	Pathology
PMC5174554	Front_Plant_Sci
PMC5624534	Curr_Opin_Syst_Biol
PMC5167368	Appl_Transl_Genom
PMC4850674	Genet_Sel_Evol
PMC4773700	Genes_Cancer
PMC5572840	Gigascience
PMC4963036	Annu_Rev_Stat_Appl
PMC5016927	BMC_Genomics
PMC5216796	Oncotarget
PMC4768333	BMC_Cancer
PMC4985613	Genet_Med
PMC4934540	Healthcare_
PMC5078731	Nat_Commun
PMC5135569	Clin_Cancer_Res
PMC5241703	J_Clin_Epigenet
PMC5009557	BMC_Genomics
PMC5117779	Br_J_Cancer
PMC4898821	PLoS_Biol
PMC4969101	Trends_Parasitol
PMC4883680	J_Nurs_Meas
PMC6041975	Bioinformatics
PMC5419477	Genetics
PMC5522717	Semin_Cell_Dev_Biol
PMC4918922	PLoS_Comput_Biol
PMC4867708	PeerJ
PMC4905563	Health_Educ_Behav
PMC4795469	Adv_Chronic_Kidney_Dis
PMC4965328	Genet_Med
PMC5774331	Annu_Rev_Public_Health
PMC5050262	Urol_Case_Rep
PMC5660733	Cancer_Res
PMC4982654	Per_Med
PMC4810392	J_Pers_Med
PMC4753472	Sci_Rep
PMC5161329	PLoS_One
PMC5515284	J_Proteome_Res
PMC5161445	EBioMedicine
PMC5133382	Version_1
PMC6093154	Ecol_Evol
PMC5030723	Burns_Trauma
PMC5158304	NPJ_Genom_Med
PMC4963849	Toxins_
PMC5360101	Curr_Opin_Genet_Dev
PMC4933705	Front_Surg
PMC4876456	Nat_Commun
PMC4802876	BMC_Microbiol
PMC4874856	ACS_Chem_Biol
PMC4749718	Front_Microbiol
PMC4721058	Microb_Cell_Fact
PMC4872773	Oncotarget
PMC5320436	J_Reprod_Dev
PMC5553306	Nature
PMC5105295	Hum_Genomics
PMC5683396	Pediatr_Blood_Cancer
PMC5160045	Cancer_Control
PMC4993632	J_Physician_Assist_Educ
PMC5001780	AMIA_Jt_Summits_Transl_Sci_Proc
PMC5310671	Metabolomics
PMC5049553	Ann_Gastroenterol
PMC4912391	Cancer_Metastasis_Rev
PMC4926729	Version_1
PMC4791123	Mol_Biol_Cell
PMC4793746	BMC_Genomics
PMC5189942	PLoS_Genet
PMC5527130	Genet_Med
PMC5389578	Nucleic_Acids_Res
PMC5455805	J_Clin_Oncol
PMC5364353	ISME_J
PMC5381350	DNA_Res
PMC5704952	Biochim_Biophys_Acta
PMC5111315	Genome_Biol
PMC5155355	Br_J_Cancer
PMC5104320	PLoS_Comput_Biol
PMC5091844	PLoS_One
PMC5495663	Asian-Australas_J_Anim_Sci
PMC5082642	PLoS_One
PMC5411835	Asian-Australas_J_Anim_Sci
PMC5210621	Nucleic_Acids_Res
PMC5394567	Cancer_Immunol_Immunother
PMC5079642	J_Health_Commun
PMC5097077	Drug_Deliv_Transl_Res
PMC5094630	Epigenetics
PMC5002925	Cold_Spring_Harb_Mol_Case_Stud
PMC4997093	Front_Microbiol
PMC4978470	PLoS_One
PMC4977297	Front_Plant_Sci
PMC5021610	Mol_Ecol
PMC4977653	BMC_Genomics
PMC4981258	Genetics
PMC4986153	J_Comput_Biol
PMC5146709	Integr_Comp_Biol
PMC5059112	Genes_Cancer
PMC4826324	Transplantation
PMC4927097	PLoS_Comput_Biol
PMC4963261	Radiat_Res
PMC6457141	Cancers_Head_Neck
PMC4893159	Cell_Rep
PMC4991238	Nucleus
PMC4937321	Nucleic_Acids_Res
PMC5216833	Oncotarget
PMC4827218	Source_Code_Biol_Med
PMC4857004	Nucleic_Acids_Res
PMC5094462	Comput_Biol_Med
PMC4820667	Lancet_Respir_Med
PMC4985482	Br_J_Radiol
PMC4776362	J_Nanobiotechnology
PMC4733053	PLoS_One
PMC4810385	J_Pers_Med
PMC4715432	PeerJ
PMC4711587	PLoS_One
PMC5117676	BMC_Genomics
PMC7113867	Antiviral_Res
PMC5180405	BMC_Biol
PMC5204127	Open_Biol
PMC5783298	Hum_Genet
PMC5296276	Int_J_Obes_
PMC5154917	Genet_Epidemiol
PMC5842798	Pediatr_Res
PMC5387314	Microbiologyopen
PMC5063059	Neurogenesis_
PMC5087837	Dis_Model_Mech
PMC5056254	J_Gastrointest_Oncol
PMC5161658	Nature
PMC5621045	J_Nurs_Scholarsh
PMC5033801	Rice_
PMC5031467	Sci_Adv
PMC5078587	EBioMedicine
PMC6169501	Saudi_J_Biol_Sci
PMC5015895	PLoS_One
PMC5318285	Biol_Psychiatry
PMC4981263	Genetics
PMC4955035	Curr_Genomics
PMC4959769	PLoS_One
PMC4956038	PLoS_One
PMC4961159	Proc_Natl_Acad_Sci_U_S_A
PMC5036872	Hum_Mol_Genet
PMC4935800	Front_Plant_Sci
PMC5410953	Syst_Biol
PMC6759853	JAMA_Neurol
PMC4908147	Am_J_Hum_Genet
PMC4875611	BMC_Med_Ethics
PMC4862053	BMC_Med_Genomics
PMC4896262	EPMA_J
PMC4941106	Neuroepigenetics
PMC4850692	BMC_Res_Notes
PMC4836673	PLoS_Biol
PMC4819198	Sci_Rep
PMC5640692	Synth_Syst_Biotechnol
PMC4809552	PLoS_Genet
PMC4796810	Sci_Rep
PMC5646218	Circ_Cardiovasc_Genet
PMC4771724	Front_Microbiol
PMC4810389	J_Pers_Med
PMC4747574	PLoS_One
PMC4763811	J_Pathol_Inform
PMC4843184	Ann_Oncol
PMC5087832	Dis_Model_Mech
PMC4905655	PLoS_Comput_Biol
PMC4991039	BMC_Genomics
PMC4909315	DNA_Res
PMC4833346	PLoS_Genet
PMC4702397	BMC_Genomics
PMC4914189	Proc_Natl_Acad_Sci_U_S_A
PMC5153469	Int_J_Genomics
PMC5085024	PLoS_Genet
PMC4978945	J_Genomics
PMC4896239	BMC_Bioinformatics
PMC5030372	Neuroimage_Clin
PMC4973466	AAPS_J
PMC4927370	Nat_Methods
PMC4780798	Breed_Sci
PMC5089815	J_Biotechnol
PMC4860699	Genome_Biol_Evol
PMC4679402	Int_J_Biol_Sci
PMC5136576	Proc_Biol_Sci
PMC5210546	Nucleic_Acids_Res
PMC4832496	BMC_Genomics
PMC5083088	Mol_Cell_Proteomics
PMC4986197	BMC_Genomics
PMC5069768	mSystems
PMC4869004	Curr_Genomics
PMC4862133	BMC_Genomics
PMC4858205	PLoS_One
PMC5210591	Nucleic_Acids_Res
PMC5047885	Front_Genet
PMC5015228	Genome_Med
PMC4858524	Front_Genet
PMC4833422	DNA_Res
PMC5470343	Braz_J_Microbiol
PMC4873823	Sci_Rep
PMC5001233	BMC_Genomics
PMC4972527	EBioMedicine
PMC5872834	Curr_Cardiol_Rep
PMC5046197	BMC_Bioinformatics
PMC5010755	Clin_Microbiol_Rev
PMC4866016	BMC_Microbiol
PMC4859186	Genome_Announc
PMC5037603	Stand_Genomic_Sci
PMC5021356	PLoS_Genet
PMC4870811	BMC_Genomics
PMC5133773	Int_J_Mol_Sci
PMC5389540	Nucleic_Acids_Res
PMC5144674	DNA_Res
PMC5100874	G3_
PMC5052037	Genome_Res
PMC4854424	PLoS_One
PMC5110471	Genom_Data
PMC5903213	Microbiology_
PMC5320593	Microb_Genom
PMC4710182	Evol_Bioinform_Online
PMC5010914	Genome_Biol_Evol
PMC5342504	Oncotarget
PMC5016023	Adv_Exp_Med_Biol
PMC4767923	Genome_Announc
PMC4901240	Genome_Announc
PMC4851184	Front_Microbiol
PMC4966461	Genome_Announc
PMC5181780	mBio
PMC5206262	Plant_Cell_Rep
PMC5041015	Life_
PMC5006271	BMC_Microbiol
PMC4822780	PLoS_One
PMC4864940	Ann_Neurol
PMC4806981	PLoS_Pathog
PMC4769575	BMC_Genomics
PMC4743969	PLoS_One
PMC4864293	PLoS_Genet
PMC5054308	Genome_Announc
PMC5886322	ILAR_J
PMC5177908	Sci_Rep
PMC5133886	Int_J_Mol_Sci
PMC5223518	Genetics
PMC5734913	Nat_Methods
PMC5054355	Sci_Rep
PMC5689480	Cell_Syst
PMC5014260	Am_J_Trop_Med_Hyg
PMC6599602	IEEE_Trans_Vis_Comput_Graph
PMC5068552	J_Am_Acad_Child_Adolesc_Psychiatry
PMC5210602	Nucleic_Acids_Res
PMC4970660	Neurology
PMC4958085	Rice_
PMC5017805	Microbes_Environ
PMC4911151	PLoS_One
PMC4849722	PLoS_Comput_Biol
PMC4788957	BMC_Genomics
PMC4776448	BMC_Genomics
PMC4803177	J_Clin_Endocrinol_Metab
PMC5237405	J_Neurol_Neurosurg_Psychiatry
PMC5121387	J_Clin_Microbiol
PMC5440216	Mol_Biochem_Parasitol
PMC5082606	Curr_Opin_Neurol
PMC4955028	Curr_Genomics
PMC5084084	Nat_Med
PMC4926742	J_Am_Med_Inform_Assoc
PMC4778938	PLoS_One
PMC5059965	BMC_Genomics
PMC5342106	Oncotarget
PMC5092064	J_Vis_Exp
PMC5069998	Cell_Rep
PMC5181535	Bioinformatics
PMC5061697	Indian_J_Microbiol
PMC4933991	Genome_Biol
PMC5216966	Oncotarget
PMC6638446	Mol_Plant_Pathol
PMC4800193	Front_Plant_Sci
PMC4963306	Schizophr_Res
PMC4970692	Eur_J_Hum_Genet
PMC4863584	mSphere
PMC4974844	Neurol_Genet
PMC4746887	Mob_DNA
PMC5266360	Korean_J_Parasitol
PMC5189938	PLoS_Med
PMC5359409	Microb_Genom
PMC5124306	Genome_Biol
PMC5123296	BMC_Bioinformatics
PMC5133665	Genom_Data
PMC5102069	Front_Plant_Sci
PMC5403663	J_Psychiatry_Neurosci
PMC5210618	Nucleic_Acids_Res
PMC5043296	Front_Plant_Sci
PMC4976794	Cancer_Inform
PMC4972426	PLoS_One
PMC4971208	Proc_Biol_Sci
PMC4963559	Mediators_Inflamm
PMC5342422	Oncotarget
PMC5198908	Curr_Behav_Neurosci_Rep
PMC4905783	JAMA_Neurol
PMC4874455	Data_Brief
PMC4906431	Mol_Syndromol
PMC4963267	Mol_Ecol
PMC4869913	eLife
PMC4820874	BMC_Bioinformatics
PMC4892719	J_Exp_Bot
PMC4817776	Genome_Res
PMC4804200	Nat_Commun
PMC4786788	Sci_Rep
PMC4841021	Expert_Rev_Mol_Diagn
PMC4714920	PLoS_One
PMC4703299	PLoS_One
PMC4944384	Methods_Mol_Biol
PMC5341491	Psychol_Med
PMC5138606	Sci_Rep
PMC5126622	PeerJ
PMC5134983	Plant_Cell
PMC5235059	Trends_Genet
PMC5038965	PLoS_Pathog
PMC5017022	BMC_Genet
PMC4988780	PLoS_Genet
PMC5123934	Trends_Microbiol
PMC4962762	Hortic_Res
PMC4987110	Genome_Biol_Evol
PMC5338917	Oncotarget
PMC5216899	Environ_Microbiol
PMC4862166	BioData_Min
PMC4853606	Front_Microbiol
PMC4851310	PLoS_One
PMC4898803	Genome_Biol_Evol
PMC4853759	Lancet_HIV
PMC4815114	BMC_Genomics
PMC4863585	mSphere
PMC4784398	Genome_Biol
PMC4772016	Genome_Res
PMC4723255	PLoS_One
PMC5154859	Am_J_Med_Genet_B_Neuropsychiatr_Genet
PMC4731160	J_Clin_Invest
PMC4737673	Int_J_Biol_Sci
PMC4888982	Genome_Announc
PMC4974523	Viruses
PMC4866719	PLoS_One
PMC4988722	PLoS_Comput_Biol
PMC4864918	BMC_Res_Notes
PMC5073277	Genome_Announc
PMC4719639	J_Virol
PMC5034139	Genome_Announc
PMC5870419	Glob_Health_Epidemiol_Genom
PMC5121142	Genom_Data
PMC4859993	Mob_DNA
PMC4711952	PLoS_One
PMC5210597	Nucleic_Acids_Res
PMC5198054	Pharmaceuticals_
PMC5315571	Cell
PMC5207000	Neurology
PMC5148581	PLoS_One
PMC5147750	Curr_Protoc_Bioinformatics
PMC5133247	Front_Plant_Sci
PMC5282603	Curr_Genomics
PMC5116582	Sci_Rep
PMC5216109	Clin_Rheumatol
PMC5381511	Genome_Biol_Evol
PMC5107689	Front_Plant_Sci
PMC5132283	Cancer_Sci
PMC5096302	Parasit_Vectors
PMC5088591	Genome_Res
PMC5073086	Clin_Transl_Med
PMC5108263	Ecol_Evol
PMC5626567	Annu_Rev_Pharmacol_Toxicol
PMC5041113	Sci_Rep
PMC5040788	mSphere
PMC5235988	Pediatr_Res
PMC5058344	Cell_Syst
PMC5029892	PLoS_One
PMC5024572	Front_Cell_Infect_Microbiol
PMC5447864	Genet_Med
PMC5028906	Adv_Wound_Care_
PMC5012321	PeerJ
PMC5009528	BMC_Syst_Biol
PMC5542423	Stat_Biosci
PMC5068943	G3_
PMC5687615	Oncotarget
PMC4977474	BMC_Syst_Biol
PMC4963481	J_Clin_Microbiol
PMC4960802	Genome_Biol
PMC5449089	RNA_Biol
PMC4992445	Trends_Genet
PMC4933711	Front_Plant_Sci
PMC4929559	Sci_Rep
PMC4928187	Front_Plant_Sci
PMC4922056	Genome_Biol
PMC5190123	Oncotarget
PMC4935733	Mamm_Genome
PMC4889077	PLoS_Negl_Trop_Dis
PMC4869012	Curr_Genomics
PMC4919987	Microb_Biotechnol
PMC4853781	Sci_Rep
PMC4835497	Front_Plant_Sci
PMC4914104	Nucleic_Acids_Res
PMC4825623	Front_Plant_Sci
PMC5807928	Am_J_Pathol
PMC4947986	Acta_Naturae
PMC5094973	Oncotarget
PMC4814886	Physiol_Rep
PMC4983253	Am_J_Med_Genet_B_Neuropsychiatr_Genet
PMC5860494	Bioinformatics
PMC5024747	JAMA_Psychiatry
PMC4770048	Front_Plant_Sci
PMC4769840	BMC_Res_Notes
PMC5477503	Nat_Commun
PMC4781944	Biomed_Res_Int
PMC4761152	Biotechnol_Biofuels
PMC4759986	BMC_Bioinformatics
PMC4810063	J_Funct_Biomater
PMC4946889	Cell_Death_Differ
PMC5640684	Synth_Syst_Biotechnol
PMC4743971	PLoS_One
PMC4742988	Zebrafish
PMC5292010	Mol_Cell_Neurosci
PMC4914422	Curr_Opin_Genet_Dev
PMC4705060	Rice_
PMC4787607	Clin_Infect_Dis
PMC4776655	Biol_Psychiatry_Cogn_Neurosci_Neuroimaging
PMC4902593	Plant_Physiol
PMC4860689	Genome_Biol_Evol
PMC5156387	PLoS_One
PMC5155152	Nat_Commun
PMC6485350	JAMA_Psychiatry
PMC5117530	BMC_Genomics
PMC5103100	Neuroimage_Clin
PMC5210529	Nucleic_Acids_Res
PMC5676453	Nat_Neurosci
PMC5088630	PeerJ
PMC5111709	Proc_Natl_Acad_Sci_U_S_A
PMC5225028	Behav_Genet
PMC5059990	Genome_Biol
PMC5040751	Front_Pharmacol
PMC5237612	Prog_Retin_Eye_Res
PMC5061548	eLife
PMC5025248	PLoS_One
PMC5348276	Schizophr_Res
PMC5021423	J_Virol
PMC5174735	Genome_Biol_Evol
